ano,mes,nome_mes,regiao,is_pascoa,is_natal,is_dias_maes,is_namorados,is_data_especial,total_vendas,total_margem,qtd_transacoes,ticket_medio,vendas_ano_anterior,variacao_yoy_pct
2023,7,July,Sudeste,False,False,False,False,False,146509.0,91346.3,2128,68.85,44615.5,228.38
2023,7,July,Sul,False,False,False,False,False,66932.3,41779.8,945,70.83,,
2023,8,August,Centro-Oeste,False,False,False,False,False,12997.9,8108.6,211,61.6,24199.7,-46.29
2023,8,August,Centro-Oeste,False,False,False,False,True,8038.0,5025.1,129,62.31,17630.6,-54.41
2023,8,August,Nordeste,False,False,False,False,False,24199.7,15044.4,355,68.17,28873.4,-16.19
2023,8,August,Nordeste,False,False,False,False,True,17630.6,10987.1,250,70.52,,
2023,8,August,Norte,False,False,False,False,False,7469.2,4700.9,140,53.35,38894.0,-80.8
2023,8,August,Norte,False,False,False,False,True,6879.3,4268.0,96,71.66,,
2023,8,August,Sudeste,False,False,False,False,False,96122.7,59902.7,1370,70.16,41062.8,134.09
2023,8,August,Sudeste,False,False,False,False,True,61549.0,38384.4,923,66.68,,
2023,8,August,Sul,False,False,False,False,False,46468.7,28985.6,659,70.51,39778.3,16.82
2023,8,August,Sul,False,False,False,False,True,28217.4,17572.5,405,69.67,,
2023,9,September,Centro-Oeste,False,False,False,False,False,18599.6,11605.4,270,68.89,91991.54,-79.78
2023,9,September,Nordeste,False,False,False,False,False,38894.0,24261.1,571,68.12,,
2023,9,September,Norte,False,False,False,False,False,16963.0,10567.8,236,71.88,13892.1,22.11
2023,9,September,Sudeste,False,False,False,False,False,142273.5,88739.7,2058,69.13,,
2023,9,September,Sul,False,False,False,False,False,66691.0,41685.4,1021,65.32,25056.2,166.17
2023,10,October,Centro-Oeste,False,False,False,False,False,20387.0,12690.4,295,69.11,,
2023,10,October,Nordeste,False,False,False,False,False,41062.8,25641.4,605,67.87,13657.4,200.66
2023,10,October,Norte,False,False,False,False,False,13107.1,8150.9,214,61.25,26899.55,-51.27
2023,10,October,Sudeste,False,False,False,False,False,146570.4,91419.9,2183,67.14,8756.0,1573.94
2023,10,October,Sul,False,False,False,False,False,63970.8,39869.2,1015,63.03,,
2023,11,November,Centro-Oeste,False,False,False,False,False,16812.8,10516.7,244,68.9,12958.5,29.74
2023,11,November,Nordeste,False,False,False,False,False,39778.3,24908.7,557,71.42,22780.29,74.62
2023,11,November,Norte,False,False,False,False,False,13502.5,8476.8,186,72.59,,
2023,11,November,Sudeste,False,False,False,False,False,142891.8,89535.6,2035,70.22,10057.9,1320.69
2023,11,November,Sul,False,False,False,False,False,66044.4,41311.0,918,71.94,26351.79,150.63
2023,12,December,Centro-Oeste,False,True,False,False,True,41565.88,24884.08,598,69.51,9660.1,330.28
2023,12,December,Nordeste,False,True,False,False,True,91991.54,55113.34,1366,67.34,,
2023,12,December,Norte,False,True,False,False,True,36608.46,21981.66,554,66.08,18034.1,103.0
2023,12,December,Sudeste,False,True,False,False,True,325979.66,195158.86,4871,66.92,9160.0,3458.73
2023,12,December,Sul,False,True,False,False,True,145460.7,87045.3,2195,66.27,18392.8,690.86
2024,1,January,Centro-Oeste,False,False,False,False,False,16836.4,10431.6,235,71.64,,
2024,1,January,Nordeste,False,False,False,False,False,40655.4,25350.0,555,73.25,16511.5,146.22
2024,1,January,Norte,False,False,False,False,False,13166.5,8223.8,218,60.4,,
2024,1,January,Sudeste,False,False,False,False,False,136811.7,85344.5,2030,67.39,7469.2,1731.68
2024,1,January,Sul,False,False,False,False,False,64681.2,40289.4,966,66.96,6879.3,840.23
2024,2,February,Centro-Oeste,False,False,False,False,False,27133.4,17171.0,254,106.82,11691.0,132.09
2024,2,February,Nordeste,False,False,False,False,False,45136.1,28504.5,476,94.82,,
2024,2,February,Norte,False,False,False,False,False,22358.1,14132.2,218,102.56,16963.0,31.81
2024,2,February,Sudeste,False,False,False,False,False,184571.8,116733.8,1981,93.17,,
2024,2,February,Sul,False,False,False,False,False,88674.1,55956.9,924,95.97,13107.1,576.53
2024,3,March,Centro-Oeste,False,False,False,False,False,8071.3,5086.6,107,75.43,,
2024,3,March,Centro-Oeste,True,False,False,False,True,56814.1,34208.2,653,87.0,13502.5,320.77
2024,3,March,Nordeste,False,False,False,False,False,14821.5,9376.5,159,93.22,,
2024,3,March,Nordeste,True,False,False,False,True,138025.08,83223.28,1460,94.54,36608.46,277.03
2024,3,March,Norte,False,False,False,False,False,8756.0,5505.9,90,97.29,,
2024,3,March,Norte,True,False,False,False,True,49657.51,29825.61,568,87.43,138019.0,-64.02
2024,3,March,Sudeste,False,False,False,False,False,66662.5,42266.9,707,94.29,,
2024,3,March,Sudeste,True,False,False,False,True,465030.42,280409.72,5274,88.17,195229.6,138.2
2024,3,March,Sul,False,False,False,False,False,26714.8,16909.0,293,91.18,,
2024,3,March,Sul,True,False,False,False,True,219372.14,132161.14,2481,88.42,123993.3,76.92
2024,4,April,Centro-Oeste,False,False,False,False,False,24165.0,15248.8,254,95.14,267947.21,-90.98
2024,4,April,Nordeste,False,False,False,False,False,48449.9,30635.3,540,89.72,66662.5,-27.32
2024,4,April,Norte,False,False,False,False,False,21525.3,13600.4,209,102.99,,
2024,4,April,Sudeste,False,False,False,False,False,203259.8,128611.0,2143,94.85,146860.9,38.4
2024,4,April,Sul,False,False,False,False,False,82285.1,51921.8,920,89.44,198375.96,-58.52
2024,5,May,Centro-Oeste,False,False,False,False,False,15334.2,9561.3,173,88.64,,
2024,5,May,Centro-Oeste,False,False,True,False,True,28170.35,16682.95,280,100.61,118820.0,-76.29
2024,5,May,Nordeste,False,False,False,False,False,33795.6,21073.8,329,102.72,229235.43,-85.26
2024,5,May,Nordeste,False,False,True,False,True,51534.66,30612.66,562,91.7,122138.6,-57.81
2024,5,May,Norte,False,False,False,False,False,9660.1,6027.9,117,82.56,,
2024,5,May,Norte,False,False,True,False,True,19862.51,11894.41,216,91.96,152621.2,-86.99
2024,5,May,Sudeste,False,False,False,False,False,122138.6,76300.4,1201,101.7,101575.02,20.24
2024,5,May,Sudeste,False,False,True,False,True,198825.51,117971.41,2093,95.0,160788.0,23.66
2024,5,May,Sul,False,False,False,False,False,63508.7,39652.5,570,111.42,,
2024,5,May,Sul,False,False,True,False,True,90275.59,53577.39,928,97.28,146509.0,-38.38
2024,6,June,Centro-Oeste,False,False,False,False,False,17350.2,10823.6,206,84.22,,
2024,6,June,Centro-Oeste,False,False,False,True,True,9866.49,6003.19,126,78.31,96122.7,-89.74
2024,6,June,Nordeste,False,False,False,False,False,42456.3,26493.4,424,100.13,61549.0,-31.02
2024,6,June,Nordeste,False,False,False,True,True,27676.62,17050.62,272,101.75,104189.4,-73.44
2024,6,June,Norte,False,False,False,False,False,18392.8,11512.9,187,98.36,,
2024,6,June,Norte,False,False,False,True,True,10924.07,6610.77,106,103.06,142273.5,-92.32
2024,6,June,Sudeste,False,False,False,False,False,160788.0,100380.7,1517,105.99,,
2024,6,June,Sudeste,False,False,False,True,True,90617.38,55334.08,959,94.49,146570.4,-38.17
2024,6,June,Sul,False,False,False,False,False,73251.8,45666.8,741,98.86,,
2024,6,June,Sul,False,False,False,True,True,45753.59,28076.89,463,98.82,142891.8,-67.98
2024,7,July,Centro-Oeste,False,False,False,False,False,16550.5,10313.2,258,64.15,,
2024,7,July,Nordeste,False,False,False,False,False,37184.6,23160.1,546,68.1,325979.66,-88.59
2024,7,July,Norte,False,False,False,False,False,16159.4,10087.2,253,63.87,,
2024,7,July,Sudeste,False,False,False,False,False,146164.3,91162.2,2220,65.84,61538.6,137.52
2024,7,July,Sul,False,False,False,False,False,60451.5,37697.4,908,66.58,,
2024,8,August,Centro-Oeste,False,False,False,False,False,12810.0,7961.4,200,64.05,87320.6,-85.33
2024,8,August,Centro-Oeste,False,False,False,False,True,9783.5,6069.8,137,71.41,,
2024,8,August,Nordeste,False,False,False,False,False,28873.4,18028.3,433,66.68,57933.0,-50.16
2024,8,August,Nordeste,False,False,False,False,True,20934.6,13050.1,287,72.94,129894.98,-83.88
2024,8,August,Norte,False,False,False,False,False,11691.0,7251.7,151,77.42,26714.8,-56.24
2024,8,August,Norte,False,False,False,False,True,5471.8,3422.2,96,57.0,,
2024,8,August,Sudeste,False,False,False,False,False,104189.4,65018.9,1600,65.12,62082.5,67.82
2024,8,August,Sudeste,False,False,False,False,True,63630.7,39637.9,946,67.26,89666.33,-29.04
2024,8,August,Sul,False,False,False,False,False,51546.1,32063.3,742,69.47,,
2024,8,August,Sul,False,False,False,False,True,32596.6,20333.0,480,67.91,56482.1,-42.29
2024,9,September,Centro-Oeste,False,False,False,False,False,18848.7,11758.0,267,70.59,102510.1,-81.61
2024,9,September,Nordeste,False,False,False,False,False,37905.5,23682.1,576,65.81,63508.7,-40.31
2024,9,September,Norte,False,False,False,False,False,15359.2,9624.7,255,60.23,,
2024,9,September,Sudeste,False,False,False,False,False,142721.2,88999.3,2122,67.26,73468.7,94.26
2024,9,September,Sul,False,False,False,False,False,63663.8,39704.5,965,65.97,43929.73,44.92
2024,10,October,Centro-Oeste,False,False,False,False,False,17834.7,11080.2,247,72.21,73251.8,-75.65
2024,10,October,Nordeste,False,False,False,False,False,40362.1,25166.0,566,71.31,,
2024,10,October,Norte,False,False,False,False,False,14237.4,8885.7,221,64.42,66932.3,-78.73
2024,10,October,Sudeste,False,False,False,False,False,147863.4,92199.4,2152,68.71,,
2024,10,October,Sul,False,False,False,False,False,62519.4,38974.1,976,64.06,46468.7,34.54
2024,11,November,Centro-Oeste,False,False,False,False,False,18122.8,11382.2,243,74.58,28217.4,-35.77
2024,11,November,Nordeste,False,False,False,False,False,38799.6,24302.9,555,69.91,51546.1,-24.73
2024,11,November,Norte,False,False,False,False,False,14960.8,9393.4,218,68.63,,
2024,11,November,Sudeste,False,False,False,False,False,148143.7,92780.5,2059,71.95,66691.0,122.13
2024,11,November,Sul,False,False,False,False,False,66656.6,41778.9,957,69.65,,
2024,12,December,Centro-Oeste,False,True,False,False,True,42923.62,25996.22,637,67.38,63970.8,-32.9
2024,12,December,Nordeste,False,True,False,False,True,80275.0,48235.2,1217,65.96,,
2024,12,December,Norte,False,True,False,False,True,34595.2,20800.2,518,66.79,66044.4,-47.62
2024,12,December,Sudeste,False,True,False,False,True,332816.75,200022.75,4932,67.48,,
2024,12,December,Sul,False,True,False,False,True,150312.35,90211.65,2256,66.63,145460.7,3.34
