ano,mes,nome_mes,regiao,is_pascoa,is_natal,is_dias_maes,is_namorados,is_data_especial,total_vendas,total_margem,qtd_transacoes,ticket_medio,vendas_ano_anterior,variacao_yoy_pct
2023,4,April,Nordeste,True,False,False,False,True,58608.05,35389.85,657,89.2056,33685.3,73.987
2023,4,April,Norte,False,False,False,False,False,12958.5,8223.1,156,83.0673,,
2023,4,April,Norte,True,False,False,False,True,22780.29,13731.29,241,94.524,12958.5,75.7942
2023,4,April,Sudeste,False,False,False,False,False,146860.9,92915.4,1542,95.2405,,
2023,4,April,Sudeste,True,False,False,False,True,198375.96,119118.46,2350,84.4153,146860.9,35.0775
2023,4,April,Sul,False,False,False,False,False,62082.5,39279.0,657,94.4939,,
2023,4,April,Sul,True,False,False,False,True,89666.33,53909.83,1035,86.6341,62082.5,44.4309
2023,5,May,Centro-Oeste,False,False,False,False,False,10706.5,6679.8,128,83.6445,,
2023,5,May,Centro-Oeste,False,False,True,False,True,30770.51,18224.51,340,90.5015,10706.5,187.4003
2023,5,May,Nordeste,False,False,False,False,False,32103.5,20026.3,311,103.2267,,
2023,5,May,Nordeste,False,False,True,False,True,67999.63,40495.73,720,94.4439,32103.5,111.8138
2023,5,May,Norte,False,False,False,False,False,10057.9,6273.6,117,85.965,,
2023,5,May,Norte,False,False,True,False,True,26351.79,15706.39,252,104.5706,10057.9,162.0009
2023,5,May,Sudeste,False,False,False,False,False,118820.0,74139.9,1176,101.0374,,
2023,5,May,Sudeste,False,False,True,False,True,229235.43,135931.93,2461,93.1473,118820.0,92.9266
2023,5,May,Sul,False,False,False,False,False,56482.1,35180.1,550,102.6947,,
2023,5,May,Sul,False,False,True,False,True,102510.1,61016.4,1125,91.1201,56482.1,81.4913
2023,6,June,Centro-Oeste,False,False,False,False,False,15486.2,9676.6,187,82.8139,,
2023,6,June,Centro-Oeste,False,False,False,True,True,11572.74,7176.04,128,90.412,15486.2,-25.2706
2023,6,June,Nordeste,False,False,False,False,False,38395.5,23984.4,417,92.0755,,
2023,6,June,Nordeste,False,False,False,True,True,25376.74,15721.54,281,90.3087,38395.5,-33.907
2023,6,June,Norte,False,False,False,False,False,18034.1,11228.6,170,106.0829,,
2023,6,June,Norte,False,False,False,True,True,9160.0,5718.1,106,86.4151,18034.1,-49.2073
2023,6,June,Sudeste,False,False,False,False,False,152621.2,95270.6,1502,101.612,,
2023,6,June,Sudeste,False,False,False,True,True,101575.02,62944.62,1044,97.2941,152621.2,-33.4463
2023,6,June,Sul,False,False,False,False,False,73468.7,45768.1,702,104.6563,,
2023,6,June,Sul,False,False,False,True,True,43929.73,27241.73,440,99.8403,73468.7,-40.2062
2023,7,July,Centro-Oeste,False,False,False,False,False,19892.3,12439.9,303,65.6512,,
2023,7,July,Nordeste,False,False,False,False,False,44615.5,27762.1,610,73.1402,,
2023,7,July,Norte,False,False,False,False,False,16511.5,10304.4,240,68.7979,,
2023,7,July,Sudeste,False,False,False,False,False,146509.0,91346.3,2128,68.8482,,
2023,7,July,Sul,False,False,False,False,False,66932.3,41779.8,945,70.8278,,
2023,8,August,Centro-Oeste,False,False,False,False,False,12997.9,8108.6,211,61.6014,,
2023,8,August,Centro-Oeste,False,False,False,False,True,8038.0,5025.1,129,62.3101,12997.9,-38.1592
2023,8,August,Nordeste,False,False,False,False,False,24199.7,15044.4,355,68.1682,,
2023,8,August,Nordeste,False,False,False,False,True,17630.6,10987.1,250,70.5224,24199.7,-27.1454
2023,8,August,Norte,False,False,False,False,False,7469.2,4700.9,140,53.3514,,
2023,8,August,Norte,False,False,False,False,True,6879.3,4268.0,96,71.6594,7469.2,-7.8978
2023,8,August,Sudeste,False,False,False,False,False,96122.7,59902.7,1370,70.1626,,
2023,8,August,Sudeste,False,False,False,False,True,61549.0,38384.4,923,66.6836,96122.7,-35.9683
2023,8,August,Sul,False,False,False,False,False,46468.7,28985.6,659,70.514,,
2023,8,August,Sul,False,False,False,False,True,28217.4,17572.5,405,69.6726,46468.7,-39.2765
2023,9,September,Centro-Oeste,False,False,False,False,False,18599.6,11605.4,270,68.8874,,
2023,9,September,Nordeste,False,False,False,False,False,38894.0,24261.1,571,68.1156,,
2023,9,September,Norte,False,False,False,False,False,16963.0,10567.8,236,71.8771,,
2023,9,September,Sudeste,False,False,False,False,False,142273.5,88739.7,2058,69.1319,,
2023,9,September,Sul,False,False,False,False,False,66691.0,41685.4,1021,65.3193,,
2023,10,October,Centro-Oeste,False,False,False,False,False,20387.0,12690.4,295,69.1085,,
2023,10,October,Nordeste,False,False,False,False,False,41062.8,25641.4,605,67.8724,,
2023,10,October,Norte,False,False,False,False,False,13107.1,8150.9,214,61.2481,,
2023,10,October,Sudeste,False,False,False,False,False,146570.4,91419.9,2183,67.1417,,
2023,10,October,Sul,False,False,False,False,False,63970.8,39869.2,1015,63.0254,,
2023,11,November,Centro-Oeste,False,False,False,False,False,16812.8,10516.7,244,68.9049,,
2023,11,November,Nordeste,False,False,False,False,False,39778.3,24908.7,557,71.4153,,
2023,11,November,Norte,False,False,False,False,False,13502.5,8476.8,186,72.5941,,
2023,11,November,Sudeste,False,False,False,False,False,142891.8,89535.6,2035,70.2171,,
2023,11,November,Sul,False,False,False,False,False,66044.4,41311.0,918,71.9438,,
2023,12,December,Centro-Oeste,False,True,False,False,True,41565.88,24884.08,598,69.5082,,
2023,12,December,Nordeste,False,True,False,False,True,91991.54,55113.34,1366,67.3437,,
2023,12,December,Norte,False,True,False,False,True,36608.46,21981.66,554,66.0803,,
2023,12,December,Sudeste,False,True,False,False,True,325979.66,195158.86,4871,66.9225,,
2023,12,December,Sul,False,True,False,False,True,145460.7,87045.3,2195,66.2691,,
2024,1,January,Centro-Oeste,False,False,False,False,False,16836.4,10431.6,235,71.6443,19497.0,-13.6462
2024,1,January,Nordeste,False,False,False,False,False,40655.4,25350.0,555,73.253,38393.7,5.8908
2024,1,January,Norte,False,False,False,False,False,13166.5,8223.8,218,60.3968,13892.1,-5.2231
2024,1,January,Sudeste,False,False,False,False,False,136811.7,85344.5,2030,67.3949,138019.0,-0.8747
2024,1,January,Sul,False,False,False,False,False,64681.2,40289.4,966,66.9578,61538.6,5.1067
2024,2,February,Centro-Oeste,False,False,False,False,False,27133.4,17171.0,254,106.8244,22144.5,22.5288
2024,2,February,Nordeste,False,False,False,False,False,45136.1,28504.5,476,94.8237,52740.8,-14.419
2024,2,February,Norte,False,False,False,False,False,22358.1,14132.2,218,102.5601,25056.2,-10.7682
2024,2,February,Sudeste,False,False,False,False,False,184571.8,116733.8,1981,93.171,195229.6,-5.4591
2024,2,February,Sul,False,False,False,False,False,88674.1,55956.9,924,95.9676,87320.6,1.55
2024,3,March,Centro-Oeste,False,False,False,False,False,8071.3,5086.6,107,75.4327,37955.65,-78.7349
2024,3,March,Centro-Oeste,True,False,False,False,True,56814.1,34208.2,653,87.0047,8071.3,603.9027
2024,3,March,Nordeste,False,False,False,False,False,14821.5,9376.5,159,93.217,77978.38,-80.9928
2024,3,March,Nordeste,True,False,False,False,True,138025.08,83223.28,1460,94.5377,14821.5,831.2491
2024,3,March,Norte,False,False,False,False,False,8756.0,5505.9,90,97.2889,26899.55,-67.4493
2024,3,March,Norte,True,False,False,False,True,49657.51,29825.61,568,87.4252,8756.0,467.1255
2024,3,March,Sudeste,False,False,False,False,False,66662.5,42266.9,707,94.2893,267947.21,-75.121
2024,3,March,Sudeste,True,False,False,False,True,465030.42,280409.72,5274,88.1741,66662.5,597.5892
2024,3,March,Sul,False,False,False,False,False,26714.8,16909.0,293,91.1768,129894.98,-79.4335
2024,3,March,Sul,True,False,False,False,True,219372.14,132161.14,2481,88.4209,26714.8,721.1633
2024,4,April,Centro-Oeste,False,False,False,False,False,24165.0,15248.8,254,95.1378,26962.71,-10.3762
2024,4,April,Nordeste,False,False,False,False,False,48449.9,30635.3,540,89.722,58608.05,-17.3323
2024,4,April,Norte,False,False,False,False,False,21525.3,13600.4,209,102.9919,22780.29,-5.5091
2024,4,April,Sudeste,False,False,False,False,False,203259.8,128611.0,2143,94.8483,198375.96,2.4619
2024,4,April,Sul,False,False,False,False,False,82285.1,51921.8,920,89.4403,89666.33,-8.2319
2024,5,May,Centro-Oeste,False,False,False,False,False,15334.2,9561.3,173,88.637,30770.51,-50.1659
2024,5,May,Centro-Oeste,False,False,True,False,True,28170.35,16682.95,280,100.6084,15334.2,83.7093
2024,5,May,Nordeste,False,False,False,False,False,33795.6,21073.8,329,102.7222,67999.63,-50.3003
2024,5,May,Nordeste,False,False,True,False,True,51534.66,30612.66,562,91.6987,33795.6,52.4893
2024,5,May,Norte,False,False,False,False,False,9660.1,6027.9,117,82.565,26351.79,-63.3418
2024,5,May,Norte,False,False,True,False,True,19862.51,11894.41,216,91.9561,9660.1,105.6139
2024,5,May,Sudeste,False,False,False,False,False,122138.6,76300.4,1201,101.6974,229235.43,-46.7191
2024,5,May,Sudeste,False,False,True,False,True,198825.51,117971.41,2093,94.9955,122138.6,62.7868
2024,5,May,Sul,False,False,False,False,False,63508.7,39652.5,570,111.4188,102510.1,-38.0464
2024,5,May,Sul,False,False,True,False,True,90275.59,53577.39,928,97.2797,63508.7,42.1468
2024,6,June,Centro-Oeste,False,False,False,False,False,17350.2,10823.6,206,84.2243,11572.74,49.923
2024,6,June,Centro-Oeste,False,False,False,True,True,9866.49,6003.19,126,78.3055,17350.2,-43.1333
2024,6,June,Nordeste,False,False,False,False,False,42456.3,26493.4,424,100.1328,25376.74,67.304
2024,6,June,Nordeste,False,False,False,True,True,27676.62,17050.62,272,101.7523,42456.3,-34.8115
2024,6,June,Norte,False,False,False,False,False,18392.8,11512.9,187,98.3572,9160.0,100.7948
2024,6,June,Norte,False,False,False,True,True,10924.07,6610.77,106,103.0573,18392.8,-40.6068
2024,6,June,Sudeste,False,False,False,False,False,160788.0,100380.7,1517,105.9908,101575.02,58.2948
2024,6,June,Sudeste,False,False,False,True,True,90617.38,55334.08,959,94.4915,160788.0,-43.6417
2024,6,June,Sul,False,False,False,False,False,73251.8,45666.8,741,98.8553,43929.73,66.7477
2024,6,June,Sul,False,False,False,True,True,45753.59,28076.89,463,98.8198,73251.8,-37.5393
2024,7,July,Centro-Oeste,False,False,False,False,False,16550.5,10313.2,258,64.1492,19892.3,-16.7995
2024,7,July,Nordeste,False,False,False,False,False,37184.6,23160.1,546,68.1037,44615.5,-16.6554
2024,7,July,Norte,False,False,False,False,False,16159.4,10087.2,253,63.8711,16511.5,-2.1325
2024,7,July,Sudeste,False,False,False,False,False,146164.3,91162.2,2220,65.8398,146509.0,-0.2353
2024,7,July,Sul,False,False,False,False,False,60451.5,37697.4,908,66.5765,66932.3,-9.6826
2024,8,August,Centro-Oeste,False,False,False,False,False,12810.0,7961.4,200,64.05,8038.0,59.368
2024,8,August,Centro-Oeste,False,False,False,False,True,9783.5,6069.8,137,71.4124,12810.0,-23.6261
2024,8,August,Nordeste,False,False,False,False,False,28873.4,18028.3,433,66.6822,17630.6,63.7687
2024,8,August,Nordeste,False,False,False,False,True,20934.6,13050.1,287,72.9429,28873.4,-27.4952
2024,8,August,Norte,False,False,False,False,False,11691.0,7251.7,151,77.4238,6879.3,69.9446
2024,8,August,Norte,False,False,False,False,True,5471.8,3422.2,96,56.9979,11691.0,-53.1965
2024,8,August,Sudeste,False,False,False,False,False,104189.4,65018.9,1600,65.1184,61549.0,69.2788
2024,8,August,Sudeste,False,False,False,False,True,63630.7,39637.9,946,67.2629,104189.4,-38.9279
2024,8,August,Sul,False,False,False,False,False,51546.1,32063.3,742,69.4691,28217.4,82.6749
2024,8,August,Sul,False,False,False,False,True,32596.6,20333.0,480,67.9096,51546.1,-36.7622
2024,9,September,Centro-Oeste,False,False,False,False,False,18848.7,11758.0,267,70.5944,18599.6,1.3393
2024,9,September,Nordeste,False,False,False,False,False,37905.5,23682.1,576,65.8082,38894.0,-2.5415
2024,9,September,Norte,False,False,False,False,False,15359.2,9624.7,255,60.2322,16963.0,-9.4547
2024,9,September,Sudeste,False,False,False,False,False,142721.2,88999.3,2122,67.2579,142273.5,0.3147
2024,9,September,Sul,False,False,False,False,False,63663.8,39704.5,965,65.9728,66691.0,-4.5391
2024,10,October,Centro-Oeste,False,False,False,False,False,17834.7,11080.2,247,72.2053,20387.0,-12.5193
2024,10,October,Nordeste,False,False,False,False,False,40362.1,25166.0,566,71.3111,41062.8,-1.7064
2024,10,October,Norte,False,False,False,False,False,14237.4,8885.7,221,64.4226,13107.1,8.6236
2024,10,October,Sudeste,False,False,False,False,False,147863.4,92199.4,2152,68.7098,146570.4,0.8822
2024,10,October,Sul,False,False,False,False,False,62519.4,38974.1,976,64.0568,63970.8,-2.2688
2024,11,November,Centro-Oeste,False,False,False,False,False,18122.8,11382.2,243,74.5794,16812.8,7.7917
2024,11,November,Nordeste,False,False,False,False,False,38799.6,24302.9,555,69.9092,39778.3,-2.4604
2024,11,November,Norte,False,False,False,False,False,14960.8,9393.4,218,68.6275,13502.5,10.8002
2024,11,November,Sudeste,False,False,False,False,False,148143.7,92780.5,2059,71.9493,142891.8,3.6754
2024,11,November,Sul,False,False,False,False,False,66656.6,41778.9,957,69.6516,66044.4,0.927
2024,12,December,Centro-Oeste,False,True,False,False,True,42923.62,25996.22,637,67.384,41565.88,3.2665
2024,12,December,Nordeste,False,True,False,False,True,80275.0,48235.2,1217,65.9614,91991.54,-12.7365
2024,12,December,Norte,False,True,False,False,True,34595.2,20800.2,518,66.7861,36608.46,-5.4994
2024,12,December,Sudeste,False,True,False,False,True,332816.75,200022.75,4932,67.4811,325979.66,2.0974
2024,12,December,Sul,False,True,False,False,True,150312.35,90211.65,2256,66.6278,145460.7,3.3354
